final_name	chr	start	stop	strand	prioritized	rank	sources_present	component_sources	component_names
Insilico_ref9677	chr9	62454639	62454654	-	N		insilico_ref	insilico_ref	Insilico_ref9677
Insilico_pop9974	chr9	62842480	62842498	-	N		insilico_pop	insilico_pop	Insilico_pop9974
Insilico_pop9518	chr9	63096588	63096605	-	N		insilico_pop	insilico_pop	Insilico_pop9518
Insilico_pop9085	chr9	63581803	63581819	-	N		insilico_pop	insilico_pop	Insilico_pop9085
Insilico_ref4511	chr9	63696847	63696865	-	N		insilico_ref	insilico_ref	Insilico_ref4511
Insilico_pop9975	chr9	63784012	63784031	-	N		insilico_pop	insilico_pop	Insilico_pop9975
Tier6_357	chr9	63805305	63805324	-	N		UNCOVERseq	UNCOVERseq	Tier6_357
Insilico_ref5386__Insilico_pop2072	chr9	64480601	64480622	+	N		insilico_pop;insilico_ref	insilico_ref;insilico_pop	Insilico_ref5386;Insilico_pop2072
Insilico_pop6946	chr9	64528355	64528375	-	N		insilico_pop	insilico_pop	Insilico_pop6946
Insilico_pop1400	chr9	64878774	64878793	+	N		insilico_pop	insilico_pop	Insilico_pop1400
Insilico_pop1982	chr9	64937189	64937207	+	N		insilico_pop	insilico_pop	Insilico_pop1982
Insilico_pop2073	chr9	65987996	65988014	+	N		insilico_pop	insilico_pop	Insilico_pop2073
Insilico_ref5387	chr9	66035733	66035751	-	N		insilico_ref	insilico_ref	Insilico_ref5387
Insilico_ref4512	chr9	66277060	66277078	+	N		insilico_ref	insilico_ref	Insilico_ref4512
Insilico_ref5327	chr9	66949137	66949155	+	N		insilico_ref	insilico_ref	Insilico_ref5327
Insilico_pop4946	chr9	66970168	66970185	+	N		insilico_pop	insilico_pop	Insilico_pop4946
Insilico_pop9976	chr9	67811875	67811899	+	N		insilico_pop	insilico_pop	Insilico_pop9976
Insilico_pop3022	chr9	68369814	68369832	-	N		insilico_pop	insilico_pop	Insilico_pop3022
Insilico_pop4771	chr9	68372828	68372842	+	N		insilico_pop	insilico_pop	Insilico_pop4771
Insilico_ref8183	chr9	68764215	68764233	-	N		insilico_ref	insilico_ref	Insilico_ref8183
Insilico_ref5540	chr9	68901794	68901810	-	N		insilico_ref	insilico_ref	Insilico_ref5540
Insilico_pop9977	chr9	69264698	69264719	-	N		insilico_pop	insilico_pop	Insilico_pop9977
Insilico_ref256	chr9	69620052	69620068	-	N		insilico_ref	insilico_ref	Insilico_ref256
Insilico_pop7354	chr9	69771185	69771205	+	N		insilico_pop	insilico_pop	Insilico_pop7354
Insilico_pop926__Insilico_pop239	chr9	70116487	70116505	-	N		insilico_pop	insilico_pop;insilico_pop	Insilico_pop926;Insilico_pop239
Insilico_ref3296	chr9	70262554	70262573	+	N		insilico_ref	insilico_ref	Insilico_ref3296
Tier3_635	chr9	70274716	70274735	-	Y	183	UNCOVERseq	UNCOVERseq	Tier3_635
Insilico_ref2578	chr9	70431846	70431865	-	N		insilico_ref	insilico_ref	Insilico_ref2578
Insilico_pop1362_insilico_ref5847	chr9	70638499	70638518	-	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop1362;Insilico_ref5847
Insilico_pop4557	chr9	70830077	70830098	+	N		insilico_pop	insilico_pop	Insilico_pop4557
Insilico_pop1039	chr9	71183271	71183290	-	N		insilico_pop	insilico_pop	Insilico_pop1039
Insilico_ref3329	chr9	71183862	71183880	+	N		insilico_ref	insilico_ref	Insilico_ref3329
Insilico_pop1148	chr9	71331705	71331724	+	N		insilico_pop	insilico_pop	Insilico_pop1148
Insilico_pop3673	chr9	71743528	71743546	-	N		insilico_pop	insilico_pop	Insilico_pop3673
Insilico_ref6573	chr9	71860818	71860837	-	N		insilico_ref	insilico_ref	Insilico_ref6573
Insilico_ref9372	chr9	72326818	72326835	-	N		insilico_ref	insilico_ref	Insilico_ref9372
Insilico_pop4772	chr9	72559915	72559934	+	N		insilico_pop	insilico_pop	Insilico_pop4772
Insilico_pop2832	chr9	72638971	72638989	+	N		insilico_pop	insilico_pop	Insilico_pop2832
Insilico_ref8374	chr9	72773572	72773588	+	N		insilico_ref	insilico_ref	Insilico_ref8374
Insilico_ref3297	chr9	72802311	72802329	+	N		insilico_ref	insilico_ref	Insilico_ref3297
Insilico_ref3812	chr9	72911779	72911797	-	N		insilico_ref	insilico_ref	Insilico_ref3812
Insilico_pop6523	chr9	72988460	72988478	-	N		insilico_pop	insilico_pop	Insilico_pop6523
Insilico_pop9086	chr9	73146103	73146120	-	N		insilico_pop	insilico_pop	Insilico_pop9086
Insilico_ref6802	chr9	73169577	73169595	+	N		insilico_ref	insilico_ref	Insilico_ref6802
Insilico_pop1850	chr9	73803739	73803758	+	N		insilico_pop	insilico_pop	Insilico_pop1850
Insilico_pop9978	chr9	73902137	73902156	+	N		insilico_pop	insilico_pop	Insilico_pop9978
Insilico_ref4093	chr9	74037116	74037135	+	N		insilico_ref	insilico_ref	Insilico_ref4093
Insilico_pop2179	chr9	74088850	74088868	-	N		insilico_pop	insilico_pop	Insilico_pop2179
Insilico_ref639	chr9	74107145	74107162	-	N		insilico_ref	insilico_ref	Insilico_ref639
Insilico_pop664	chr9	74274550	74274568	+	N		insilico_pop	insilico_pop	Insilico_pop664
Insilico_ref5466	chr9	74633552	74633570	+	N		insilico_ref	insilico_ref	Insilico_ref5466
Insilico_ref2684	chr9	74736164	74736182	-	N		insilico_ref	insilico_ref	Insilico_ref2684
Insilico_pop39	chr9	75004507	75004525	-	N		insilico_pop	insilico_pop	Insilico_pop39
Insilico_ref3740	chr9	75118181	75118197	+	N		insilico_ref	insilico_ref	Insilico_ref3740
Insilico_pop8641	chr9	75198648	75198668	-	N		insilico_pop	insilico_pop	Insilico_pop8641
Insilico_pop2560	chr9	75242399	75242418	+	N		insilico_pop	insilico_pop	Insilico_pop2560
Insilico_ref5232	chr9	75299061	75299081	+	N		insilico_ref	insilico_ref	Insilico_ref5232
Insilico_pop8201	chr9	75457605	75457622	-	N		insilico_pop	insilico_pop	Insilico_pop8201
Insilico_ref6453	chr9	75466937	75466956	+	N		insilico_ref	insilico_ref	Insilico_ref6453
Insilico_pop7779	chr9	75650265	75650279	+	N		insilico_pop	insilico_pop	Insilico_pop7779
Insilico_pop833	chr9	75712079	75712098	+	N		insilico_pop	insilico_pop	Insilico_pop833
Insilico_ref9373	chr9	75822771	75822792	-	N		insilico_ref	insilico_ref	Insilico_ref9373
Insilico_ref6086	chr9	75952363	75952380	-	N		insilico_ref	insilico_ref	Insilico_ref6086
Insilico_pop3023	chr9	76212054	76212070	+	N		insilico_pop	insilico_pop	Insilico_pop3023
Insilico_pop4120	chr9	76327633	76327650	+	N		insilico_pop	insilico_pop	Insilico_pop4120
Insilico_pop1465_insilico_ref3439	chr9	76400638	76400658	-	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop1465;Insilico_ref3439
Insilico_pop9087	chr9	76531978	76531996	+	N		insilico_pop	insilico_pop	Insilico_pop9087
Insilico_ref7833	chr9	76745178	76745197	-	N		insilico_ref	insilico_ref	Insilico_ref7833
Insilico_pop927	chr9	76878226	76878246	+	N		insilico_pop	insilico_pop	Insilico_pop927
Insilico_pop7355	chr9	76927207	76927227	+	N		insilico_pop	insilico_pop	Insilico_pop7355
Insilico_ref8959	chr9	77052064	77052084	-	N		insilico_ref	insilico_ref	Insilico_ref8959
Insilico_pop2279	chr9	77164885	77164904	+	N		insilico_pop	insilico_pop	Insilico_pop2279
Insilico_pop3902	chr9	77350955	77350974	+	N		insilico_pop	insilico_pop	Insilico_pop3902
Insilico_pop4121	chr9	77372851	77372867	+	N		insilico_pop	insilico_pop	Insilico_pop4121
Insilico_ref5645	chr9	77376081	77376100	+	N		insilico_ref	insilico_ref	Insilico_ref5645
Insilico_pop3239	chr9	77823332	77823349	+	N		insilico_pop	insilico_pop	Insilico_pop3239
Insilico_ref7359	chr9	78712794	78712813	+	N		insilico_ref	insilico_ref	Insilico_ref7359
Insilico_pop6947	chr9	79105372	79105392	+	N		insilico_pop	insilico_pop	Insilico_pop6947
Insilico_pop4805	chr9	79136674	79136691	-	N		insilico_pop	insilico_pop	Insilico_pop4805
Tier6_609	chr9	79234266	79234285	-	N		UNCOVERseq	UNCOVERseq	Tier6_609
Tier5_142	chr9	79554319	79554338	-	N		UNCOVERseq	UNCOVERseq	Tier5_142
Insilico_ref3788	chr9	79564699	79564716	+	N		insilico_ref	insilico_ref	Insilico_ref3788
Insilico_pop287	chr9	79851313	79851335	+	N		insilico_pop	insilico_pop	Insilico_pop287
Insilico_ref5467	chr9	79907834	79907852	+	N		insilico_ref	insilico_ref	Insilico_ref5467
Insilico_ref3116	chr9	79915910	79915927	+	N		insilico_ref	insilico_ref	Insilico_ref3116
Insilico_pop9979	chr9	80231069	80231087	+	N		insilico_pop	insilico_pop	Insilico_pop9979
Insilico_pop8644	chr9	80369377	80369392	-	N		insilico_pop	insilico_pop	Insilico_pop8644
Insilico_pop7356	chr9	80567697	80567713	-	N		insilico_pop	insilico_pop	Insilico_pop7356
Insilico_pop9088	chr9	80630583	80630598	-	N		insilico_pop	insilico_pop	Insilico_pop9088
Insilico_pop9089	chr9	80650214	80650230	+	N		insilico_pop	insilico_pop	Insilico_pop9089
Insilico_ref7222	chr9	80839299	80839320	+	N		insilico_ref	insilico_ref	Insilico_ref7222
Insilico_ref437	chr9	81017009	81017028	+	N		insilico_ref	insilico_ref	Insilico_ref437
Insilico_pop140	chr9	81043815	81043831	+	N		insilico_pop	insilico_pop	Insilico_pop140
Insilico_ref4262	chr9	81548525	81548543	+	N		insilico_ref	insilico_ref	Insilico_ref4262
Insilico_ref7360	chr9	81578106	81578126	-	N		insilico_ref	insilico_ref	Insilico_ref7360
Tier6_301	chr9	81806764	81806783	+	N		UNCOVERseq	UNCOVERseq	Tier6_301
Insilico_ref3442	chr9	81917299	81917318	-	N		insilico_ref	insilico_ref	Insilico_ref3442
Insilico_ref3357	chr9	81932345	81932364	-	N		insilico_ref	insilico_ref	Insilico_ref3357
Insilico_ref3358	chr9	81947437	81947456	-	N		insilico_ref	insilico_ref	Insilico_ref3358
Insilico_pop7357	chr9	81958366	81958384	+	N		insilico_pop	insilico_pop	Insilico_pop7357
Insilico_ref3360	chr9	81992663	81992682	-	N		insilico_ref	insilico_ref	Insilico_ref3360
Insilico_ref8420	chr9	81994360	81994376	+	N		insilico_ref	insilico_ref	Insilico_ref8420
Insilico_ref4513	chr9	82040850	82040869	-	N		insilico_ref	insilico_ref	Insilico_ref4513
Insilico_ref7056	chr9	82392958	82392974	-	N		insilico_ref	insilico_ref	Insilico_ref7056
Insilico_pop9519	chr9	82612113	82612131	-	N		insilico_pop	insilico_pop	Insilico_pop9519
Insilico_pop9520	chr9	82715015	82715033	-	N		insilico_pop	insilico_pop	Insilico_pop9520
Insilico_ref9148	chr9	82871636	82871657	+	N		insilico_ref	insilico_ref	Insilico_ref9148
Insilico_pop8204	chr9	82902573	82902589	+	N		insilico_pop	insilico_pop	Insilico_pop8204
Insilico_ref3658	chr9	83348420	83348439	+	N		insilico_ref	insilico_ref	Insilico_ref3658
Insilico_ref6646	chr9	83396973	83396994	-	N		insilico_ref	insilico_ref	Insilico_ref6646
Insilico_ref4968	chr9	84442069	84442087	-	N		insilico_ref	insilico_ref	Insilico_ref4968
Insilico_pop6948	chr9	84562447	84562463	+	N		insilico_pop	insilico_pop	Insilico_pop6948
Tier5_575	chr9	84643628	84643647	-	N		UNCOVERseq	UNCOVERseq	Tier5_575
Insilico_pop4773	chr9	84877891	84877907	-	N		insilico_pop	insilico_pop	Insilico_pop4773
Tier3_263	chr9	84950415	84950434	+	Y	100	UNCOVERseq	UNCOVERseq	Tier3_263
Insilico_ref6087	chr9	84958050	84958069	+	N		insilico_ref	insilico_ref	Insilico_ref6087
Insilico_ref9678	chr9	85429603	85429620	+	N		insilico_ref	insilico_ref	Insilico_ref9678
Insilico_ref5468	chr9	85551300	85551319	-	N		insilico_ref	insilico_ref	Insilico_ref5468
Insilico_pop1735	chr9	86226689	86226705	+	N		insilico_pop	insilico_pop	Insilico_pop1735
Tier6_187	chr9	86456174	86456193	+	N		UNCOVERseq	UNCOVERseq	Tier6_187
Insilico_ref9374	chr9	86666205	86666224	+	N		insilico_ref	insilico_ref	Insilico_ref9374
Insilico_ref4263	chr9	86700346	86700364	-	N		insilico_ref	insilico_ref	Insilico_ref4263
Insilico_pop7358	chr9	86761638	86761655	+	N		insilico_pop	insilico_pop	Insilico_pop7358
Insilico_pop616_insilico_ref2435	chr9	86807237	86807255	-	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop616;Insilico_ref2435
Insilico_pop9091	chr9	86937203	86937222	+	N		insilico_pop	insilico_pop	Insilico_pop9091
Insilico_pop8645	chr9	87172225	87172243	+	N		insilico_pop	insilico_pop	Insilico_pop8645
Insilico_pop617_insilico_ref5233	chr9	87288298	87288316	-	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop617;Insilico_ref5233
Insilico_pop5313	chr9	87637468	87637486	+	N		insilico_pop	insilico_pop	Insilico_pop5313
Insilico_pop5784	chr9	87671443	87671458	-	N		insilico_pop	insilico_pop	Insilico_pop5784
Insilico_pop9980	chr9	88054178	88054195	-	N		insilico_pop	insilico_pop	Insilico_pop9980
Insilico_pop7780	chr9	88200988	88201009	+	N		insilico_pop	insilico_pop	Insilico_pop7780
Insilico_pop1851__Insilico_ref5388	chr9	88313665	88313683	+	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop1851;Insilico_ref5388
Insilico_ref7634	chr9	88488051	88488071	+	N		insilico_ref	insilico_ref	Insilico_ref7634
Insilico_pop5212	chr9	89096263	89096280	-	N		insilico_pop	insilico_pop	Insilico_pop5212
Insilico_pop5114	chr9	89425349	89425366	-	N		insilico_pop	insilico_pop	Insilico_pop5114
Insilico_pop4806	chr9	89479725	89479742	-	N		insilico_pop	insilico_pop	Insilico_pop4806
Insilico_ref4094	chr9	89755396	89755414	-	N		insilico_ref	insilico_ref	Insilico_ref4094
Insilico_pop7781	chr9	89850837	89850854	+	N		insilico_pop	insilico_pop	Insilico_pop7781
Insilico_pop7782	chr9	89916325	89916344	-	N		insilico_pop	insilico_pop	Insilico_pop7782
Insilico_ref3741	chr9	89984152	89984171	-	N		insilico_ref	insilico_ref	Insilico_ref3741
Insilico_pop133	chr9	90111103	90111121	+	N		insilico_pop	insilico_pop	Insilico_pop133
Insilico_pop8205	chr9	90247235	90247256	-	N		insilico_pop	insilico_pop	Insilico_pop8205
Insilico_ref4759	chr9	90454284	90454305	-	N		insilico_ref	insilico_ref	Insilico_ref4759
Insilico_ref6647	chr9	90480236	90480254	+	N		insilico_ref	insilico_ref	Insilico_ref6647
Insilico_ref8597	chr9	90522265	90522283	-	N		insilico_ref	insilico_ref	Insilico_ref8597
Insilico_ref6734	chr9	90578069	90578092	-	N		insilico_ref	insilico_ref	Insilico_ref6734
Insilico_ref3440	chr9	90792377	90792396	+	N		insilico_ref	insilico_ref	Insilico_ref3440
Insilico_pop2561	chr9	91028721	91028737	+	N		insilico_pop	insilico_pop	Insilico_pop2561
Insilico_pop7783	chr9	91153304	91153322	+	N		insilico_pop	insilico_pop	Insilico_pop7783
Insilico_ref4095	chr9	91447660	91447678	-	N		insilico_ref	insilico_ref	Insilico_ref4095
Insilico_ref7223	chr9	91550018	91550035	+	N		insilico_ref	insilico_ref	Insilico_ref7223
Insilico_pop148	chr9	91575020	91575038	-	N		insilico_pop	insilico_pop	Insilico_pop148
Insilico_ref4969	chr9	91622664	91622683	-	N		insilico_ref	insilico_ref	Insilico_ref4969
Insilico_ref8003	chr9	91800982	91801002	+	N		insilico_ref	insilico_ref	Insilico_ref8003
Insilico_pop2833_insilico_ref5757	chr9	91944380	91944398	+	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop2833;Insilico_ref5757
Insilico_ref3117	chr9	92075643	92075661	-	N		insilico_ref	insilico_ref	Insilico_ref3117
Insilico_ref285	chr9	92077870	92077890	-	N		insilico_ref	insilico_ref	Insilico_ref285
Insilico_pop3456	chr9	92101611	92101628	+	N		insilico_pop	insilico_pop	Insilico_pop3456
Insilico_ref9375	chr9	92178069	92178083	+	N		insilico_ref	insilico_ref	Insilico_ref9375
Insilico_ref5427	chr9	92239208	92239229	-	N		insilico_ref	insilico_ref	Insilico_ref5427
Insilico_ref8004	chr9	92262592	92262609	-	N		insilico_ref	insilico_ref	Insilico_ref8004
Insilico_ref6803	chr9	92305651	92305671	+	N		insilico_ref	insilico_ref	Insilico_ref6803
Insilico_pop5213	chr9	92510937	92510958	+	N		insilico_pop	insilico_pop	Insilico_pop5213
Insilico_pop4122	chr9	92732160	92732176	+	N		insilico_pop	insilico_pop	Insilico_pop4122
Insilico_ref5234	chr9	92791846	92791864	+	N		insilico_ref	insilico_ref	Insilico_ref5234
Insilico_pop8206	chr9	92813031	92813048	-	N		insilico_pop	insilico_pop	Insilico_pop8206
Insilico_ref5329	chr9	92927196	92927215	-	N		insilico_ref	insilico_ref	Insilico_ref5329
Insilico_ref8667	chr9	93080728	93080744	-	N		insilico_ref	insilico_ref	Insilico_ref8667
Insilico_pop8646	chr9	93156106	93156124	-	N		insilico_pop	insilico_pop	Insilico_pop8646
Insilico_ref7635	chr9	93178353	93178372	-	N		insilico_ref	insilico_ref	Insilico_ref7635
Insilico_pop2074	chr9	93438172	93438191	-	N		insilico_pop	insilico_pop	Insilico_pop2074
Insilico_pop5544	chr9	93558106	93558123	-	N		insilico_pop	insilico_pop	Insilico_pop5544
Insilico_ref8184	chr9	93579113	93579133	-	N		insilico_ref	insilico_ref	Insilico_ref8184
Insilico_ref2579	chr9	93587134	93587153	+	N		insilico_ref	insilico_ref	Insilico_ref2579
Insilico_pop4353	chr9	93615997	93616017	+	N		insilico_pop	insilico_pop	Insilico_pop4353
Insilico_ref4970	chr9	93880742	93880761	+	N		insilico_ref	insilico_ref	Insilico_ref4970
Insilico_ref7224	chr9	93973529	93973546	-	N		insilico_ref	insilico_ref	Insilico_ref7224
Insilico_ref640	chr9	94025473	94025491	-	N		insilico_ref	insilico_ref	Insilico_ref640
Insilico_pop1666	chr9	94168875	94168895	-	N		insilico_pop	insilico_pop	Insilico_pop1666
Insilico_pop7784	chr9	94490464	94490465	+	N		insilico_pop	insilico_pop	Insilico_pop7784
Insilico_ref9963	chr9	94492290	94492309	-	N		insilico_ref	insilico_ref	Insilico_ref9963
Insilico_pop1363	chr9	94745198	94745216	-	N		insilico_pop	insilico_pop	Insilico_pop1363
Insilico_pop4558	chr9	94825357	94825374	+	N		insilico_pop	insilico_pop	Insilico_pop4558
Insilico_pop3457	chr9	94882833	94882851	-	N		insilico_pop	insilico_pop	Insilico_pop3457
Insilico_ref2994	chr9	95073115	95073133	-	N		insilico_ref	insilico_ref	Insilico_ref2994
Insilico_ref4514	chr9	95575685	95575702	-	N		insilico_ref	insilico_ref	Insilico_ref4514
Insilico_ref5330	chr9	96202474	96202493	+	N		insilico_ref	insilico_ref	Insilico_ref5330
Insilico_ref8375	chr9	96252918	96252937	+	N		insilico_ref	insilico_ref	Insilico_ref8375
Insilico_pop5668	chr9	96456556	96456573	+	N		insilico_pop	insilico_pop	Insilico_pop5668
Insilico_pop1149	chr9	96540774	96540790	-	N		insilico_pop	insilico_pop	Insilico_pop1149
Insilico_ref2995	chr9	96558110	96558129	+	N		insilico_ref	insilico_ref	Insilico_ref2995
Insilico_pop6165	chr9	96628854	96628874	-	N		insilico_pop	insilico_pop	Insilico_pop6165
Insilico_pop8647	chr9	96716495	96716514	+	N		insilico_pop	insilico_pop	Insilico_pop8647
Insilico_ref6697	chr9	96830000	96830019	-	N		insilico_ref	insilico_ref	Insilico_ref6697
Insilico_ref6210	chr9	96854697	96854716	+	N		insilico_ref	insilico_ref	Insilico_ref6210
Insilico_pop7359	chr9	97001477	97001511	+	N		insilico_pop	insilico_pop	Insilico_pop7359
Insilico_pop2075_insilico_ref5235	chr9	97131271	97131288	+	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop2075;Insilico_ref5235
Insilico_pop5916	chr9	97515239	97515259	+	N		insilico_pop	insilico_pop	Insilico_pop5916
Insilico_ref5236	chr9	97795559	97795577	+	N		insilico_ref	insilico_ref	Insilico_ref5236
Insilico_pop40	chr9	98059395	98059413	-	N		insilico_pop	insilico_pop	Insilico_pop40
Insilico_ref7834	chr9	98083434	98083453	-	N		insilico_ref	insilico_ref	Insilico_ref7834
Insilico_pop288	chr9	98184490	98184507	-	N		insilico_pop	insilico_pop	Insilico_pop288
Insilico_ref8006__Insilico_ref286	chr9	98526409	98526544	-	N		insilico_ref	insilico_ref;insilico_ref	Insilico_ref8006;Insilico_ref286
Insilico_pop3240	chr9	98534300	98534319	+	N		insilico_pop	insilico_pop	Insilico_pop3240
Insilico_pop1150	chr9	98549906	98549924	-	N		insilico_pop	insilico_pop	Insilico_pop1150
Insilico_pop3903	chr9	98627773	98627792	+	N		insilico_pop	insilico_pop	Insilico_pop3903
Insilico_ref6088	chr9	98959937	98959956	-	N		insilico_ref	insilico_ref	Insilico_ref6088
Insilico_ref8668	chr9	99222764	99222784	+	N		insilico_ref	insilico_ref	Insilico_ref8668
Insilico_pop2076_insilico_ref4515	chr9	99275386	99275404	+	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop2076;Insilico_ref4515
Insilico_pop9981	chr9	99457767	99457792	+	N		insilico_pop	insilico_pop	Insilico_pop9981
Insilico_ref3659	chr9	99712271	99712290	+	N		insilico_ref	insilico_ref	Insilico_ref3659
Insilico_ref6735	chr9	99809224	99809243	-	N		insilico_ref	insilico_ref	Insilico_ref6735
Insilico_ref2682	chr9	100135809	100135829	+	N		insilico_ref	insilico_ref	Insilico_ref2682
Insilico_ref5842	chr9	100161032	100161051	-	N		insilico_ref	insilico_ref	Insilico_ref5842
Insilico_ref3209	chr9	100277174	100277191	-	N		insilico_ref	insilico_ref	Insilico_ref3209
Insilico_pop4113	chr9	100296384	100296402	-	N		insilico_pop	insilico_pop	Insilico_pop4113
Insilico_pop5542	chr9	100584317	100584334	-	N		insilico_pop	insilico_pop	Insilico_pop5542
Insilico_ref7827	chr9	101398507	101398526	+	N		insilico_ref	insilico_ref	Insilico_ref7827
Insilico_ref2575	chr9	101665338	101665358	+	N		insilico_ref	insilico_ref	Insilico_ref2575
Insilico_ref4751	chr9	101850756	101850776	+	N		insilico_ref	insilico_ref	Insilico_ref4751
Insilico_pop7338	chr9	102368885	102368903	+	N		insilico_pop	insilico_pop	Insilico_pop7338
Insilico_pop6933	chr9	102491054	102491073	+	N		insilico_pop	insilico_pop	Insilico_pop6933
Insilico_pop7763	chr9	102580094	102580110	+	N		insilico_pop	insilico_pop	Insilico_pop7763
Insilico_pop9955	chr9	102777717	102777736	-	N		insilico_pop	insilico_pop	Insilico_pop9955
Insilico_pop8188	chr9	102830615	102830632	+	N		insilico_pop	insilico_pop	Insilico_pop8188
Insilico_pop8189	chr9	103119143	103119160	+	N		insilico_pop	insilico_pop	Insilico_pop8189
Insilico_ref4505	chr9	103338202	103338219	+	N		insilico_ref	insilico_ref	Insilico_ref4505
Insilico_ref1145	chr9	103552700	103552717	+	N		insilico_ref	insilico_ref	Insilico_ref1145
Insilico_ref9671	chr9	103716292	103716313	-	N		insilico_ref	insilico_ref	Insilico_ref9671
Insilico_ref2303	chr9	103954544	103954560	+	N		insilico_ref	insilico_ref	Insilico_ref2303
Insilico_pop9502	chr9	104056253	104056268	+	N		insilico_pop	insilico_pop	Insilico_pop9502
Insilico_ref6571	chr9	104413591	104413611	-	N		insilico_ref	insilico_ref	Insilico_ref6571
Insilico_ref635	chr9	104486892	104486909	-	N		insilico_ref	insilico_ref	Insilico_ref635
Insilico_ref6451	chr9	104697858	104697873	+	N		insilico_ref	insilico_ref	Insilico_ref6451
Insilico_pop4769	chr9	104848993	104849011	-	N		insilico_pop	insilico_pop	Insilico_pop4769
Insilico_pop5664	chr9	104975518	104975539	-	N		insilico_pop	insilico_pop	Insilico_pop5664
chr9:105055730-105055790	chr9	105055730	105055790	-	N		insilico_pop	insilico_pop;insilico_pop;insilico_pop;insilico_pop;insilico_pop;insilico_pop;insilico_pop	Insilico_pop6509;Insilico_pop7339;Insilico_pop6510;Insilico_pop6511;Insilico_pop7340;Insilico_pop6512;Insilico_pop6513
Insilico_ref5383	chr9	105150051	105150070	+	N		insilico_ref	insilico_ref	Insilico_ref5383
Insilico_pop7764	chr9	105160917	105160934	-	N		insilico_pop	insilico_pop	Insilico_pop7764
Insilico_ref5641	chr9	105350012	105350031	+	N		insilico_ref	insilico_ref	Insilico_ref5641
Insilico_ref7828	chr9	105476384	105476402	+	N		insilico_ref	insilico_ref	Insilico_ref7828
Insilico_ref228	chr9	105483495	105483511	+	N		insilico_ref	insilico_ref	Insilico_ref228
Insilico_ref7715	chr9	105605238	105605257	+	N		insilico_ref	insilico_ref	Insilico_ref7715
Insilico_pop8631	chr9	105924250	105924266	-	N		insilico_pop	insilico_pop	Insilico_pop8631
Insilico_pop9503	chr9	106035792	106035811	+	N		insilico_pop	insilico_pop	Insilico_pop9503
Insilico_ref7355	chr9	106124045	106124063	-	N		insilico_ref	insilico_ref	Insilico_ref7355
Insilico_ref9958	chr9	106527467	106527487	+	N		insilico_ref	insilico_ref	Insilico_ref9958
Insilico_ref3811	chr9	106671866	106671885	+	N		insilico_ref	insilico_ref	Insilico_ref3811
Tier6_308	chr9	106821099	106821118	+	N		UNCOVERseq	UNCOVERseq	Tier6_308
Insilico_pop3447	chr9	106905452	106905469	+	N		insilico_pop	insilico_pop	Insilico_pop3447
Insilico_pop336	chr9	106999285	106999305	+	N		insilico_pop	insilico_pop	Insilico_pop336
Insilico_ref6209	chr9	107014096	107014116	-	N		insilico_ref	insilico_ref	Insilico_ref6209
Insilico_ref8853	chr9	107098711	107098728	-	N		insilico_ref	insilico_ref	Insilico_ref8853
Insilico_pop9956	chr9	107148369	107148389	+	N		insilico_pop	insilico_pop	Insilico_pop9956
Insilico_pop6934	chr9	107400594	107400610	-	N		insilico_pop	insilico_pop	Insilico_pop6934
Insilico_ref4087	chr9	107575800	107575819	-	N		insilico_ref	insilico_ref	Insilico_ref4087
Insilico_pop8190	chr9	107792660	107792678	+	N		insilico_pop	insilico_pop	Insilico_pop8190
Insilico_pop6935	chr9	107865658	107865677	-	N		insilico_pop	insilico_pop	Insilico_pop6935
Insilico_ref6572	chr9	107956503	107956524	+	N		insilico_ref	insilico_ref	Insilico_ref6572
Insilico_pop7341	chr9	107957711	107957729	-	N		insilico_pop	insilico_pop	Insilico_pop7341
Insilico_ref4752	chr9	107977548	107977567	-	N		insilico_ref	insilico_ref	Insilico_ref4752
Insilico_pop7342	chr9	108028367	108028387	-	N		insilico_pop	insilico_pop	Insilico_pop7342
Insilico_pop9068	chr9	108033313	108033332	-	N		insilico_pop	insilico_pop	Insilico_pop9068
Insilico_pop9069	chr9	108103567	108103584	-	N		insilico_pop	insilico_pop	Insilico_pop9069
Insilico_ref7498	chr9	108196417	108196436	+	N		insilico_ref	insilico_ref	Insilico_ref7498
Insilico_ref4088	chr9	108221649	108221667	-	N		insilico_ref	insilico_ref	Insilico_ref4088
Insilico_pop8632	chr9	108318597	108318614	-	N		insilico_pop	insilico_pop	Insilico_pop8632
Insilico_pop2738	chr9	108547021	108547036	+	N		insilico_pop	insilico_pop	Insilico_pop2738
Tier6_216	chr9	108569006	108569025	+	N		UNCOVERseq	UNCOVERseq	Tier6_216
Insilico_pop2659	chr9	108682204	108682220	+	N		insilico_pop	insilico_pop	Insilico_pop2659
Insilico_ref9672	chr9	108711037	108711054	-	N		insilico_ref	insilico_ref	Insilico_ref9672
