chr,start,stop,strand,Name,Location,Lev. Dist.,Gene,Annot.,Pool,MAR,Tier,Tier_Final,Site Type,Origin,Avg. % On-Target UMI,orig_chr,orig_start,orig_stop,orig_strand,orig_Name
chr20,54879063,54879077,-,Tier6_6824,chr20:54879063-54879077(-),11,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr20,54879063,54879077,-,Tier6_6824
chr4,66760196,66760215,+,Tier6_6825,chr4:66760196-66760215(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,66760196,66760215,+,Tier6_6825
chr20,30342345,30342364,-,Tier6_6826,chr20:30342345-30342364(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr20,30342345,30342364,-,Tier6_6826
chr20,29942073,29942092,+,Tier6_6827,chr20:29942073-29942092(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr20,29942073,29942092,+,Tier6_6827
chr20,28832786,28832804,-,Tier6_6828,chr20:28832786-28832804(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr20,28832786,28832804,-,Tier6_6828
chr20,27682210,27682226,-,Tier6_6829,chr20:27682210-27682226(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr20,27682210,27682226,-,Tier6_6829
chr20,16897961,16897973,-,Tier6_6830,chr20:16897961-16897973(-),11,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr20,16897961,16897973,-,Tier6_6830
chr20,857809,857828,-,Tier6_6831,chr20:857809-857828(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr20,857809,857828,-,Tier6_6831
chr2,194106925,194106944,+,Tier6_6832,chr2:194106925-194106944(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr2,194106925,194106944,+,Tier6_6832
chr2,175271666,175271685,-,Tier6_6833,chr2:175271666-175271685(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr2,175271666,175271685,-,Tier6_6833
chr2,175094460,175094479,+,Tier6_6834,chr2:175094460-175094479(+),7,ATF2,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr2,175094460,175094479,+,Tier6_6834
chr2,173401713,173401732,-,Tier6_6835,chr2:173401713-173401732(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr2,173401713,173401732,-,Tier6_6835
chr22,49003850,49003869,+,Tier6_6836,chr22:49003850-49003869(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr22,49003850,49003869,+,Tier6_6836
chr3,22881043,22881062,-,Tier6_6837,chr3:22881043-22881062(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr3,22881043,22881062,-,Tier6_6837
chr3,34240265,34240284,+,Tier6_6838,chr3:34240265-34240284(+),9,LINC01811,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr3,34240265,34240284,+,Tier6_6838
chr3,40343544,40343558,-,Tier6_6839,chr3:40343544-40343558(-),11,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr3,40343544,40343558,-,Tier6_6839
chr4,51943356,51943366,+,Tier6_6840,chr4:51943356-51943366(+),10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,51943356,51943366,+,Tier6_6840
chr4,49130398,49130417,-,Tier6_6842,chr4:49130398-49130417(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,49130398,49130417,-,Tier6_6842
chr4,49099818,49099903,-,Tier6_7415__Tier6_6843,chr4:49099818-49099837(-);chr4:49099884-49099903(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002;0.003,chr4,49099818;49099884,49099837;49099903,-,Tier6_7415;Tier6_6843
chr4,43161343,43161361,-,Tier6_6844,chr4:43161343-43161361(-),10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,43161343,43161361,-,Tier6_6844
chr4,31313428,31313447,+,Tier6_6845,chr4:31313428-31313447(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,31313428,31313447,+,Tier6_6845
chr4,29780179,29780198,+,Tier6_6846,chr4:29780179-29780198(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,29780179,29780198,+,Tier6_6846
chr4,29468994,29469012,+,Tier6_6847,chr4:29468994-29469012(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,29468994,29469012,+,Tier6_6847
chr4,27662184,27662203,+,Tier6_6848,chr4:27662184-27662203(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,27662184,27662203,+,Tier6_6848
chr4,9007968,9007986,+,Tier6_6849,chr4:9007968-9007986(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,9007968,9007986,+,Tier6_6849
chr4,8948388,8948407,-,Tier6_6850,chr4:8948388-8948407(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,8948388,8948407,-,Tier6_6850
chr4,52638,52657,+,Tier6_6851,chr4:52638-52657(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,52638,52657,+,Tier6_6851
chr3,150394493,150394512,+,Tier6_6852,chr3:150394493-150394512(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr3,150394493,150394512,+,Tier6_6852
chr3,129246084,129246103,-,Tier6_6853,chr3:129246084-129246103(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr3,129246084,129246103,-,Tier6_6853
chr3,125392032,125392050,-,Tier6_6854,chr3:125392032-125392050(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr3,125392032,125392050,-,Tier6_6854
chr3,117006109,117006128,+,Tier6_6855,chr3:117006109-117006128(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr3,117006109,117006128,+,Tier6_6855
chr3,103868270,103868289,-,Tier6_6856,chr3:103868270-103868289(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr3,103868270,103868289,-,Tier6_6856
chr3,99623585,99623604,+,Tier6_6857,chr3:99623585-99623604(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr3,99623585,99623604,+,Tier6_6857
chr3,96480102,96480118,+,Tier6_6858,chr3:96480102-96480118(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr3,96480102,96480118,+,Tier6_6858
chr3,95530122,95530141,-,Tier6_6859,chr3:95530122-95530141(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr3,95530122,95530141,-,Tier6_6859
chr3,88354580,88354599,+,Tier6_6860,chr3:88354580-88354599(+),8,CSNKA2IP,Intron,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr3,88354580,88354599,+,Tier6_6860
chr9,42324315,42324334,+,Tier6_6861,chr9:42324315-42324334(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr9,42324315,42324334,+,Tier6_6861
chr9,81816186,81816197,-,Tier6_6862,chr9:81816186-81816197(-),11,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr9,81816186,81816197,-,Tier6_6862
chr9,84628055,84628074,+,Tier6_6863,chr9:84628055-84628074(+),9,LOC102724036,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr9,84628055,84628074,+,Tier6_6863
chr13,65406755,65406774,+,Tier6_6864,chr13:65406755-65406774(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr13,65406755,65406774,+,Tier6_6864
chr15,68680958,68680977,-,Tier6_6865,chr15:68680958-68680977(-),9,CORO2B,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr15,68680958,68680977,-,Tier6_6865
chr15,47085763,47085778,+,Tier6_6866,chr15:47085763-47085778(+),11,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr15,47085763,47085778,+,Tier6_6866
chr15,29642850,29642869,-,Tier6_6867,chr15:29642850-29642869(-),8,FAM189A1,Intron,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr15,29642850,29642869,-,Tier6_6867
chr15,20254085,20254104,-,Tier6_6868,chr15:20254085-20254104(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr15,20254085,20254104,-,Tier6_6868
chr14,84811668,84811683,+,Tier6_6869,chr14:84811668-84811683(+),10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr14,84811668,84811683,+,Tier6_6869
chr14,72996285,72996304,-,Tier6_6870,chr14:72996285-72996304(-),9,ZFYVE1,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr14,72996285,72996304,-,Tier6_6870
chr14,59075590,59075609,-,Tier6_6871,chr14:59075590-59075609(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr14,59075590,59075609,-,Tier6_6871
chr14,32069830,32069839,+,Tier6_6872,chr14:32069830-32069839(+),12,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr14,32069830,32069839,+,Tier6_6872
chr14,26288080,26288099,-,Tier6_6873,chr14:26288080-26288099(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr14,26288080,26288099,-,Tier6_6873
chr13,69813930,69813949,+,Tier6_6874,chr13:69813930-69813949(+),7,KLHL1,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr13,69813930,69813949,+,Tier6_6874
chr13,53824605,53824624,+,Tier6_6875,chr13:53824605-53824624(+),7,LINC00558,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr13,53824605,53824624,+,Tier6_6875
chr9,102920175,102920194,-,Tier6_6876,chr9:102920175-102920194(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr9,102920175,102920194,-,Tier6_6876
chr13,53055789,53055808,-,Tier6_6877,chr13:53055789-53055808(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr13,53055789,53055808,-,Tier6_6877
chr13,25347029,25347048,+,Tier6_6878,chr13:25347029-25347048(+),9,NUP58,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr13,25347029,25347048,+,Tier6_6878
chr13,20237035,20237054,-,Tier6_6879,chr13:20237035-20237054(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr13,20237035,20237054,-,Tier6_6879
chr12,129551984,129552003,+,Tier6_6880,chr12:129551984-129552003(+),7,TMEM132D,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr12,129551984,129552003,+,Tier6_6880
chr12,114566905,114566924,-,Tier6_6881,chr12:114566905-114566924(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr12,114566905,114566924,-,Tier6_6881
chr12,101840949,101840968,+,Tier6_6882,chr12:101840949-101840968(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr12,101840949,101840968,+,Tier6_6882
chr12,84263079,84263098,-,Tier6_6883,chr12:84263079-84263098(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr12,84263079,84263098,-,Tier6_6883
chr12,83475509,83475528,+,Tier6_6884,chr12:83475509-83475528(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr12,83475509,83475528,+,Tier6_6884
chr12,76945355,76945366,-,Tier6_6885,chr12:76945355-76945366(-),12,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr12,76945355,76945366,-,Tier6_6885
chr12,73790164,73790182,-,Tier6_6886,chr12:73790164-73790182(-),8,LINC02445,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr12,73790164,73790182,-,Tier6_6886
chr15,87574099,87574118,+,Tier6_6887,chr15:87574099-87574118(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr15,87574099,87574118,+,Tier6_6887
chr15,96996306,96996325,+,Tier6_6888,chr15:96996306-96996325(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr15,96996306,96996325,+,Tier6_6888
chr16,20402879,20402898,-,Tier6_6889,chr16:20402879-20402898(-),9,PDILT,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr16,20402879,20402898,-,Tier6_6889
chr16,34063911,34064030,+,Tier6_8578__Tier6_6890,chr16:34063911-34063930(+);chr16:34064011-34064030(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002;0.003,chr16,34063911;34064011,34063930;34064030,+,Tier6_8578;Tier6_6890
chr19,31516643,31516662,+,Tier6_6891,chr19:31516643-31516662(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr19,31516643,31516662,+,Tier6_6891
chr19,31409869,31409876,+,Tier6_6892,chr19:31409869-31409876(+),13,TSHZ3-AS1,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr19,31409869,31409876,+,Tier6_6892
chr19,27362314,27362333,-,Tier6_6893,chr19:27362314-27362333(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr19,27362314,27362333,-,Tier6_6893
chr19,24304676,24304695,-,Tier6_6894,chr19:24304676-24304695(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr19,24304676,24304695,-,Tier6_6894
chr19,22488831,22488844,+,Tier6_6895,chr19:22488831-22488844(+),11,LOC105376917,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr19,22488831,22488844,+,Tier6_6895
chr19,22102796,22102815,+,Tier6_6896,chr19:22102796-22102815(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr19,22102796,22102815,+,Tier6_6896
chr19,21956266,21956285,-,Tier6_6897,chr19:21956266-21956285(-),8,ZNF208,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr19,21956266,21956285,-,Tier6_6897
chr19,21307143,21307162,+,Tier6_6898,chr19:21307143-21307162(+),8,ZNF708,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr19,21307143,21307162,+,Tier6_6898
chr18,79036942,79036961,-,Tier6_6899,chr18:79036942-79036961(-),8,LOC105372225,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr18,79036942,79036961,-,Tier6_6899
chr18,38771232,38771251,-,Tier6_6900,chr18:38771232-38771251(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr18,38771232,38771251,-,Tier6_6900
chr17,57729331,57729350,+,Tier6_6901,chr17:57729331-57729350(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr17,57729331,57729350,+,Tier6_6901
chr17,53798512,53798521,+,Tier6_6902,chr17:53798512-53798521(+),12,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr17,53798512,53798521,+,Tier6_6902
chr17,21906470,21906489,+,Tier6_6903,chr17:21906470-21906489(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr17,21906470,21906489,+,Tier6_6903
chr16,80039977,80039996,+,Tier6_6904,chr16:80039977-80039996(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr16,80039977,80039996,+,Tier6_6904
chr16,62408735,62408754,-,Tier6_6905,chr16:62408735-62408754(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr16,62408735,62408754,-,Tier6_6905
chr16,62338732,62338750,+,Tier6_6906,chr16:62338732-62338750(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr16,62338732,62338750,+,Tier6_6906
chr16,51663704,51663720,-,Tier6_6907,chr16:51663704-51663720(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr16,51663704,51663720,-,Tier6_6907
chr16,34602528,34602547,-,Tier6_6909,chr16:34602528-34602547(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr16,34602528,34602547,-,Tier6_6909
chr16,34585127,34585146,+,Tier6_6911,chr16:34585127-34585146(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr16,34585127,34585146,+,Tier6_6911
chr12,67787814,67787833,+,Tier6_6912,chr12:67787814-67787833(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr12,67787814,67787833,+,Tier6_6912
chr12,38950590,38950603,-,Tier6_6913,chr12:38950590-38950603(-),10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr12,38950590,38950603,-,Tier6_6913
chr12,4795849,4795868,+,Tier6_6914,chr12:4795849-4795868(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr12,4795849,4795868,+,Tier6_6914
chr1,194399105,194399124,-,Tier6_6915,chr1:194399105-194399124(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr1,194399105,194399124,-,Tier6_6915
chr1,143214008,143214027,+,Tier6_6916,chr1:143214008-143214027(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr1,143214008,143214027,+,Tier6_6916
chr1,125179303,125179322,-,Tier6_6917,chr1:125179303-125179322(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr1,125179303,125179322,-,Tier6_6917
chr1,119531539,119531558,-,Tier6_6918,chr1:119531539-119531558(-),10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr1,119531539,119531558,-,Tier6_6918
chr1,79787667,79787686,+,Tier6_6919,chr1:79787667-79787686(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr1,79787667,79787686,+,Tier6_6919
chr1,75079771,75079790,-,Tier6_6920,chr1:75079771-75079790(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr1,75079771,75079790,-,Tier6_6920
chr1,34588476,34588495,+,Tier6_6921,chr1:34588476-34588495(+),8,LOC105378641,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr1,34588476,34588495,+,Tier6_6921
chr1,28268372,28268388,+,Tier6_6922,chr1:28268372-28268388(+),9,SESN2,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr1,28268372,28268388,+,Tier6_6922
chr1,5570932,5570951,+,Tier6_6923,chr1:5570932-5570951(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr1,5570932,5570951,+,Tier6_6923
chr2,49786377,49786396,-,Tier6_6925,chr2:49786377-49786396(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr2,49786377,49786396,-,Tier6_6925
chr20,48186717,48186736,-,Tier6_6926,chr20:48186717-48186736(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr20,48186717,48186736,-,Tier6_6926
chr11,92244035,92244054,-,Tier6_6927,chr11:92244035-92244054(-),7,FAT3,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr11,92244035,92244054,-,Tier6_6927
chrY,56856782,56856801,+,Tier6_6928,chrY:56856782-56856801(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chrY,56856782,56856801,+,Tier6_6928
chrY,10789419,10789438,-,Tier6_6933,chrY:10789419-10789438(-),10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chrY,10789419,10789438,-,Tier6_6933
chrX,142231833,142231852,+,Tier6_6934,chrX:142231833-142231852(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chrX,142231833,142231852,+,Tier6_6934
chrX,37517476,37517492,-,Tier6_6935,chrX:37517476-37517492(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chrX,37517476,37517492,-,Tier6_6935
chr9,106593238,106593257,+,Tier6_6936,chr9:106593238-106593257(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr9,106593238,106593257,+,Tier6_6936
chr1,164129210,164129229,-,Tier6_6937,chr1:164129210-164129229(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr1,164129210,164129229,-,Tier6_6937
chr1,221886523,221886542,+,Tier6_6938,chr1:221886523-221886542(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr1,221886523,221886542,+,Tier6_6938
chr11,103730825,103730844,-,Tier6_6939,chr11:103730825-103730844(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr11,103730825,103730844,-,Tier6_6939
chr1,243868260,243868277,+,Tier6_6940,chr1:243868260-243868277(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr1,243868260,243868277,+,Tier6_6940
chr11,95538721,95538740,+,Tier6_6941,chr11:95538721-95538740(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr11,95538721,95538740,+,Tier6_6941
chr11,59654236,59654255,+,Tier6_6942,chr11:59654236-59654255(+),7,PATL1,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr11,59654236,59654255,+,Tier6_6942
chr11,56579588,56579606,+,Tier6_6943,chr11:56579588-56579606(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr11,56579588,56579606,+,Tier6_6943
chr11,56028713,56028732,-,Tier6_6944,chr11:56028713-56028732(-),8,OR5AS1,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr11,56028713,56028732,-,Tier6_6944
chr11,43509450,43509467,-,Tier6_6945,chr11:43509450-43509467(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr11,43509450,43509467,-,Tier6_6945
chr11,39294811,39294830,-,Tier6_6946,chr11:39294811-39294830(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr11,39294811,39294830,-,Tier6_6946
chr11,29811530,29811549,+,Tier6_6947,chr11:29811530-29811549(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr11,29811530,29811549,+,Tier6_6947
chr11,29182244,29182263,+,Tier6_6948,chr11:29182244-29182263(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr11,29182244,29182263,+,Tier6_6948
chr10,105960474,105960493,-,Tier6_6949,chr10:105960474-105960493(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr10,105960474,105960493,-,Tier6_6949
chr10,85013453,85013472,+,Tier6_6950,chr10:85013453-85013472(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr10,85013453,85013472,+,Tier6_6950
chr10,83959371,83959390,-,Tier6_6951,chr10:83959371-83959390(-),7,LOC105378398,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr10,83959371,83959390,-,Tier6_6951
chr10,81483165,81483184,+,Tier6_6952,chr10:81483165-81483184(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr10,81483165,81483184,+,Tier6_6952
chr10,57583224,57583243,+,Tier6_6953,chr10:57583224-57583243(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr10,57583224,57583243,+,Tier6_6953
chr10,56461145,56461164,-,Tier6_6954,chr10:56461145-56461164(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr10,56461145,56461164,-,Tier6_6954
chr10,41896248,41896267,+,Tier6_6956,chr10:41896248-41896267(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr10,41896248,41896267,+,Tier6_6956
chr10,38920206,38920287,+,Tier6_6957__Tier6_8778,chr10:38920206-38920225(+);chr10:38920268-38920287(+),10;9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003;0.002,chr10,38920206;38920268,38920225;38920287,+,Tier6_6957;Tier6_8778
chr10,38886443,38886462,+,Tier6_6958,chr10:38886443-38886462(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr10,38886443,38886462,+,Tier6_6958
chr10,38488587,38488605,+,Tier6_6959,chr10:38488587-38488605(+),10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr10,38488587,38488605,+,Tier6_6959
chr10,20093002,20093021,+,Tier6_6960,chr10:20093002-20093021(+),8,PLXDC2,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr10,20093002,20093021,+,Tier6_6960
chr10,12991382,12991389,-,Tier6_6961,chr10:12991382-12991389(-),13,CCDC3,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr10,12991382,12991389,-,Tier6_6961
chr22,11552028,11552047,+,Tier6_6962,chr22:11552028-11552047(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr22,11552028,11552047,+,Tier6_6962
chr21,36154390,36154409,+,Tier6_6964,chr21:36154390-36154409(+),9,CBR3-AS1,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr21,36154390,36154409,+,Tier6_6964
chrX,45761637,45761653,-,Tier3_6965,chrX:45761637-45761653(-),10,MIR222HG,Exon,NONE,Med.,3,3,OFF,UNCOVERseq,0.003,chrX,45761637,45761653,-,Tier3_6965
chr10,27844552,27844567,-,Tier3_6966,chr10:27844552-27844567(-),10,ODAD2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr10,27844552,27844567,-,Tier3_6966
chr1,237477802,237477819,+,Tier3_6967,chr1:237477802-237477819(+),7,RYR2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr1,237477802,237477819,+,Tier3_6967
chr1,236695991,236696010,+,Tier3_6968,chr1:236695991-236696010(+),10,ACTN2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr1,236695991,236696010,+,Tier3_6968
chr1,186169192,186169211,+,Tier3_6969,chr1:186169192-186169211(+),8,HMCN1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr1,186169192,186169211,+,Tier3_6969
chr1,14017146,14017165,-,Tier3_6970,chr1:14017146-14017165(-),7,KAZN,Other,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr1,14017146,14017165,-,Tier3_6970
chrX,22568076,22568095,+,Tier3_6972,chrX:22568076-22568095(+),8,PTCHD1-AS,Other,NONE,High,3,3,OFF,UNCOVERseq,0.003,chrX,22568076,22568095,+,Tier3_6972
chr7,111941786,111941805,+,Tier3_6973,chr7:111941786-111941805(+),8,DOCK4,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr7,111941786,111941805,+,Tier3_6973
chr9,81887736,81887755,-,Tier3_6974,chr9:81887736-81887755(-),8,LOC105376108,Exon,NONE,Low,3,3,OFF,UNCOVERseq,0.003,chr9,81887736,81887755,-,Tier3_6974
chr9,8523484,8523503,+,Tier3_6975,chr9:8523484-8523503(+),8,PTPRD,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr9,8523484,8523503,+,Tier3_6975
chr8,99379141,99379160,-,Tier3_6976,chr8:99379141-99379160(-),9,VPS13B,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr8,99379141,99379160,-,Tier3_6976
